Date,Patient_ID,Red_Signal
58:16.7,Vu,19805
58:16.7,Vu,19818
58:16.7,Vu,19898
58:16.7,Vu,20143
58:16.7,Vu,20426
58:16.7,Vu,20650
58:16.7,Vu,20752
58:16.7,Vu,20804
58:16.7,Vu,20781
58:16.8,Vu,20796
58:16.8,Vu,20746
58:16.8,Vu,20741
58:16.8,Vu,20745
58:16.8,Vu,20759
58:16.8,Vu,20740
58:16.8,Vu,20721
58:16.8,Vu,20704
58:16.8,Vu,20690
58:16.9,Vu,20720
58:16.9,Vu,20758
58:16.9,Vu,20763
58:16.9,Vu,20778
58:16.9,Vu,20758
58:16.9,Vu,20740
58:16.9,Vu,20727
58:16.9,Vu,20700
58:16.9,Vu,20687
58:16.9,Vu,20654
58:17.0,Vu,20624
58:17.0,Vu,20547
58:17.0,Vu,20535
58:17.0,Vu,20499
58:17.0,Vu,20453
58:17.0,Vu,20426
58:17.0,Vu,20370
58:17.0,Vu,20354
58:17.0,Vu,20303
58:17.0,Vu,20286
58:17.1,Vu,20253
58:17.1,Vu,20219
58:17.1,Vu,20209
58:17.1,Vu,20166
58:17.1,Vu,20137
58:17.1,Vu,20100
58:17.1,Vu,20091
58:17.1,Vu,20041
58:17.1,Vu,20022
58:17.2,Vu,19979
58:17.2,Vu,20047
58:17.2,Vu,20154
58:17.2,Vu,20415
58:17.2,Vu,20695
58:17.2,Vu,20853
58:17.2,Vu,20916
58:17.2,Vu,20909
58:17.2,Vu,20921
58:17.2,Vu,20900
58:17.3,Vu,20902
58:17.3,Vu,20885
58:17.3,Vu,20876
58:17.3,Vu,20857
58:17.3,Vu,20860
58:17.3,Vu,20824
58:17.3,Vu,20833
58:17.3,Vu,20864
58:17.3,Vu,20879
58:17.3,Vu,20890
58:17.4,Vu,20904
58:17.4,Vu,20919
58:17.4,Vu,20905
58:17.4,Vu,20891
58:17.4,Vu,20879
58:17.4,Vu,20850
58:17.4,Vu,20830
58:17.4,Vu,20801
58:17.4,Vu,20765
58:17.5,Vu,20737
58:17.5,Vu,20691
58:17.5,Vu,20665
58:17.5,Vu,20626
58:17.5,Vu,20602
58:17.5,Vu,20575
58:17.5,Vu,20527
58:17.5,Vu,20506
58:17.5,Vu,20481
58:17.5,Vu,20434
58:17.6,Vu,20414
58:17.6,Vu,20407
58:17.6,Vu,20347
58:17.6,Vu,20304
58:17.6,Vu,20295
58:17.6,Vu,20269
58:17.6,Vu,20253
58:17.6,Vu,20403
58:17.6,Vu,20637
58:17.7,Vu,20902
58:17.7,Vu,20987
58:17.7,Vu,21077
58:17.7,Vu,21100
58:17.7,Vu,21114
58:17.7,Vu,21087
58:17.7,Vu,21047
58:17.7,Vu,21065
58:17.7,Vu,21067
58:17.7,Vu,21031
58:17.8,Vu,20979
58:17.8,Vu,20955
58:17.8,Vu,20943
58:17.8,Vu,20949
58:17.8,Vu,20991
58:17.8,Vu,21011
58:17.8,Vu,21014
58:17.8,Vu,21024
58:17.8,Vu,21018
58:17.9,Vu,21001
58:17.9,Vu,20980
58:17.9,Vu,20953
58:17.9,Vu,20925
58:17.9,Vu,20892
58:17.9,Vu,20818
58:17.9,Vu,20833
58:17.9,Vu,20777
58:17.9,Vu,20731
58:17.9,Vu,20677
58:18.0,Vu,20654
58:18.0,Vu,20609
58:18.0,Vu,20581
58:18.0,Vu,20558
58:18.0,Vu,20517
58:18.0,Vu,20475
58:18.0,Vu,20433
58:18.0,Vu,20407
58:18.0,Vu,20388
58:18.1,Vu,20340
58:18.1,Vu,20308
58:18.1,Vu,20289
58:18.1,Vu,20238
58:18.1,Vu,20218
58:18.1,Vu,20188
58:18.1,Vu,20337
58:18.1,Vu,20600
58:18.1,Vu,20858
58:18.2,Vu,21061
58:18.2,Vu,21095
58:18.2,Vu,21127
58:18.2,Vu,21121
58:18.2,Vu,21112
58:18.2,Vu,21093
58:18.2,Vu,21074
58:18.2,Vu,21077
58:18.2,Vu,21076
58:18.2,Vu,21059
58:18.3,Vu,21020
58:18.3,Vu,20999
58:18.3,Vu,21011
58:18.3,Vu,21010
58:18.3,Vu,21048
58:18.3,Vu,21072
58:18.3,Vu,21058
58:18.3,Vu,21066
58:18.3,Vu,21042
58:18.4,Vu,21036
58:18.4,Vu,20996
58:18.4,Vu,20964
58:18.4,Vu,20919
58:18.4,Vu,20889
58:18.4,Vu,20864
58:18.4,Vu,20838
58:18.4,Vu,20789
58:18.4,Vu,20742
58:18.4,Vu,20698
58:18.5,Vu,20648
58:18.5,Vu,20626
58:18.5,Vu,20610
58:18.5,Vu,20541
58:18.5,Vu,20538
58:18.5,Vu,20508
58:18.5,Vu,20458
58:18.5,Vu,20448
58:18.5,Vu,20444
58:18.6,Vu,20396
58:18.6,Vu,20363
58:18.6,Vu,20321
58:18.6,Vu,20277
58:18.6,Vu,20251
58:18.6,Vu,20209
58:18.6,Vu,20330
58:18.6,Vu,20570
58:18.6,Vu,20859
58:18.6,Vu,21060
58:18.7,Vu,21168
58:18.7,Vu,21186
58:18.7,Vu,21205
58:18.7,Vu,21174
58:18.7,Vu,21170
58:18.7,Vu,21161
58:18.7,Vu,21153
58:18.7,Vu,21144
58:18.7,Vu,21124
58:18.7,Vu,21099
58:18.8,Vu,21081
58:18.8,Vu,21086
58:18.8,Vu,21111
58:18.8,Vu,21130
58:18.8,Vu,21139
58:18.8,Vu,21147
58:18.8,Vu,21129
58:18.8,Vu,21103
58:18.8,Vu,21096
58:18.9,Vu,21075
58:18.9,Vu,21050
58:18.9,Vu,21022
58:18.9,Vu,20976
58:18.9,Vu,20932
58:18.9,Vu,20918
58:18.9,Vu,20876
58:18.9,Vu,20836
58:18.9,Vu,20810
58:18.9,Vu,20771
58:19.0,Vu,20735
58:19.0,Vu,20720
58:19.0,Vu,20686
58:19.0,Vu,20674
58:19.0,Vu,20628
58:19.0,Vu,20599
58:19.0,Vu,20562
58:19.0,Vu,20550
58:19.0,Vu,20521
58:19.0,Vu,20493
58:19.1,Vu,20442
58:19.1,Vu,20489
58:19.1,Vu,20707
58:19.1,Vu,20833
58:19.1,Vu,21060
58:19.1,Vu,21220
58:19.1,Vu,21272
58:19.1,Vu,21266
58:19.1,Vu,21245
58:19.2,Vu,21222
58:19.2,Vu,21194
58:19.2,Vu,21185
58:19.2,Vu,21149
58:19.2,Vu,21108
58:19.2,Vu,21084
58:19.2,Vu,21065
58:19.2,Vu,21084
58:19.2,Vu,21105
58:19.2,Vu,21118
58:19.3,Vu,21129
58:19.3,Vu,21131
58:19.3,Vu,21139
58:19.3,Vu,21122
58:19.3,Vu,21071
58:19.3,Vu,21059
58:19.3,Vu,21023
58:19.3,Vu,21012
58:19.3,Vu,20961
58:19.3,Vu,20905
58:19.4,Vu,20866
58:19.4,Vu,20837
58:19.4,Vu,20790
58:19.4,Vu,20762
58:19.4,Vu,20742
58:19.4,Vu,20701
58:19.4,Vu,20642
58:19.4,Vu,20618
58:19.4,Vu,20577
58:19.5,Vu,20559
58:19.5,Vu,20517
58:19.5,Vu,20494
58:19.5,Vu,20467
58:19.5,Vu,20633
58:19.5,Vu,20883
58:19.5,Vu,21002
58:19.5,Vu,21231
58:19.5,Vu,21340
58:19.6,Vu,21367
58:19.6,Vu,21381
58:19.6,Vu,21343
58:19.6,Vu,21334
58:19.6,Vu,21313
58:19.6,Vu,21316
58:19.6,Vu,21308
58:19.6,Vu,21279
58:19.6,Vu,21250
58:19.6,Vu,21220
58:19.7,Vu,21210
58:19.7,Vu,21240
58:19.7,Vu,21243
58:19.7,Vu,21255
58:19.7,Vu,21253
58:19.7,Vu,21233
58:19.7,Vu,21236
58:19.7,Vu,21215
58:19.7,Vu,21192
58:19.7,Vu,21164
58:19.8,Vu,21121
58:19.8,Vu,21097
58:19.8,Vu,21053
58:19.8,Vu,21016
58:19.8,Vu,20965
58:19.8,Vu,20937
58:19.8,Vu,20913
58:19.8,Vu,20884
58:19.8,Vu,20852
58:19.9,Vu,20824
58:19.9,Vu,20804
58:19.9,Vu,20754
58:19.9,Vu,20732
58:19.9,Vu,20695
58:19.9,Vu,20651
58:19.9,Vu,20632
58:19.9,Vu,20638
58:19.9,Vu,20851
58:20.0,Vu,20977
58:20.0,Vu,21254
58:20.0,Vu,21451
58:20.0,Vu,21534
58:20.0,Vu,21527
58:20.0,Vu,21559
58:20.0,Vu,21537
58:20.0,Vu,21531
58:20.0,Vu,21525
58:20.0,Vu,21530
58:20.1,Vu,21502
58:20.1,Vu,21518
58:20.1,Vu,21483
58:20.1,Vu,21459
58:20.1,Vu,21481
58:20.1,Vu,21494
58:20.1,Vu,21484
58:20.1,Vu,21487
58:20.1,Vu,21496
58:20.2,Vu,21496
58:20.2,Vu,21467
58:20.2,Vu,21460
58:20.2,Vu,21433
58:20.2,Vu,21397
58:20.2,Vu,21354
58:20.2,Vu,21332
58:20.2,Vu,21271
58:20.2,Vu,21214
58:20.3,Vu,21158
58:20.3,Vu,21141
58:20.3,Vu,21115
58:20.3,Vu,21065
58:20.3,Vu,21041
58:20.3,Vu,21006
58:20.3,Vu,20964
58:20.3,Vu,20951
58:20.3,Vu,20922
58:20.3,Vu,20870
58:20.4,Vu,20839
58:20.4,Vu,20788
58:20.4,Vu,20753
58:20.4,Vu,20734
58:20.4,Vu,20717
58:20.4,Vu,20850
58:20.4,Vu,21118
58:20.4,Vu,21405
58:20.4,Vu,21568
58:20.5,Vu,21624
58:20.5,Vu,21646
58:20.5,Vu,21650
58:20.5,Vu,21620
58:20.5,Vu,21581
58:20.5,Vu,21566
58:20.5,Vu,21556
58:20.5,Vu,21559
58:20.5,Vu,21539
58:20.5,Vu,21499
58:20.6,Vu,21484
58:20.6,Vu,21484
58:20.6,Vu,21507
58:20.6,Vu,21543
58:20.6,Vu,21539
58:20.6,Vu,21553
58:20.6,Vu,21557
58:20.6,Vu,21531
58:20.6,Vu,21521
58:20.7,Vu,21479
58:20.7,Vu,21456
58:20.7,Vu,21414
58:20.7,Vu,21389
58:20.7,Vu,21340
58:20.7,Vu,21326
58:20.7,Vu,21275
58:20.7,Vu,21255
58:20.7,Vu,21203
58:20.7,Vu,21158
58:20.8,Vu,21141
58:20.8,Vu,21102
58:20.8,Vu,21053
58:20.8,Vu,21012
58:20.8,Vu,20957
58:20.8,Vu,20942
58:20.8,Vu,20963
58:20.8,Vu,21157
58:20.8,Vu,21415
58:20.9,Vu,21646
58:20.9,Vu,21767
58:20.9,Vu,21778
58:20.9,Vu,21764
58:20.9,Vu,21746
58:20.9,Vu,21734
58:20.9,Vu,21740
58:20.9,Vu,21697
58:20.9,Vu,21675
58:20.9,Vu,21673
58:21.0,Vu,21623
58:21.0,Vu,21582
58:21.0,Vu,21580
58:21.0,Vu,21620
58:21.0,Vu,21626
58:21.0,Vu,21632
58:21.0,Vu,21647
58:21.0,Vu,21631
58:21.0,Vu,21623
58:21.1,Vu,21586
58:21.1,Vu,21529
58:21.1,Vu,21520
58:21.1,Vu,21474
58:21.1,Vu,21439
58:21.1,Vu,21401
58:21.1,Vu,21357
58:21.1,Vu,21280
58:21.1,Vu,21270
58:21.1,Vu,21222
58:21.2,Vu,21162
58:21.2,Vu,21126
58:21.2,Vu,21062
58:21.2,Vu,21054
58:21.2,Vu,21002
58:21.2,Vu,20960
58:21.2,Vu,20929
58:21.2,Vu,20890
58:21.2,Vu,20856
58:21.3,Vu,20896
58:21.3,Vu,21073
58:21.3,Vu,21388
58:21.3,Vu,21662
58:21.3,Vu,21762
58:21.3,Vu,21829
58:21.3,Vu,21825
58:21.3,Vu,21819
58:21.3,Vu,21792
58:21.4,Vu,21787
58:21.4,Vu,21775
58:21.4,Vu,21760
58:21.4,Vu,21743
58:21.4,Vu,21725
58:21.4,Vu,21710
58:21.4,Vu,21673
58:21.4,Vu,21700
58:21.4,Vu,21705
58:21.4,Vu,21710
58:21.5,Vu,21708
58:21.5,Vu,21709
58:21.5,Vu,21695
58:21.5,Vu,21661
58:21.5,Vu,21622
58:21.5,Vu,21619
58:21.5,Vu,21567
58:21.5,Vu,21521
58:21.5,Vu,21480
58:21.6,Vu,21431
58:21.6,Vu,21379
58:21.6,Vu,21353
58:21.6,Vu,21310
58:21.6,Vu,21254
58:21.6,Vu,21195
58:21.6,Vu,21141
58:21.6,Vu,21099
58:21.6,Vu,21090
58:21.6,Vu,21034
58:21.7,Vu,21003
58:21.7,Vu,20958
58:21.7,Vu,20914
58:21.7,Vu,20868
58:21.7,Vu,20866
58:21.7,Vu,20908
58:21.7,Vu,21167
58:21.7,Vu,21479
58:21.7,Vu,21700
58:21.8,Vu,21777
58:21.8,Vu,21779
58:21.8,Vu,21782
58:21.8,Vu,21771
58:21.8,Vu,21725
58:21.8,Vu,21715
58:21.8,Vu,21687
58:21.8,Vu,21684
58:21.8,Vu,21674
58:21.9,Vu,21610
58:21.9,Vu,21600
58:21.9,Vu,21605
58:21.9,Vu,21601
58:21.9,Vu,21650
58:21.9,Vu,21651
58:21.9,Vu,21666
58:21.9,Vu,21633
58:21.9,Vu,21600
58:22.0,Vu,21579
58:22.0,Vu,21572
58:22.0,Vu,21531
58:22.0,Vu,21496
58:22.0,Vu,21447
58:22.0,Vu,21395
58:22.0,Vu,21379
58:22.0,Vu,21316
58:22.0,Vu,21274
58:22.0,Vu,21242
58:22.1,Vu,21177
58:22.1,Vu,21140
58:22.1,Vu,21120
58:22.1,Vu,21069
58:22.1,Vu,21019
58:22.1,Vu,20981
58:22.1,Vu,20919
58:22.1,Vu,20877
58:22.1,Vu,20863
58:22.2,Vu,20903
58:22.2,Vu,21068
58:22.2,Vu,21387
58:22.2,Vu,21624
58:22.2,Vu,21761
58:22.2,Vu,21776
58:22.2,Vu,21763
58:22.2,Vu,21758
58:22.2,Vu,21724
58:22.3,Vu,21684
58:22.3,Vu,21678
58:22.3,Vu,21658
58:22.3,Vu,21631
58:22.3,Vu,21590
58:22.3,Vu,21543
58:22.3,Vu,21549
58:22.3,Vu,21543
58:22.3,Vu,21576
58:22.3,Vu,21586
58:22.4,Vu,21585
58:22.4,Vu,21558
58:22.4,Vu,21538
58:22.4,Vu,21533
58:22.4,Vu,21502
58:22.4,Vu,21447
58:22.4,Vu,21418
58:22.4,Vu,21362
58:22.4,Vu,21297
58:22.5,Vu,21295
58:22.5,Vu,21227
58:22.5,Vu,21174
58:22.5,Vu,21145
58:22.5,Vu,21064
58:22.5,Vu,21016
58:22.5,Vu,20984
58:22.5,Vu,20941
58:22.5,Vu,20916
58:22.5,Vu,20869
58:22.6,Vu,20838
58:22.6,Vu,20792
58:22.6,Vu,20793
58:22.6,Vu,20752
58:22.6,Vu,20714
58:22.6,Vu,20650
58:22.6,Vu,20611
58:22.6,Vu,20587
58:22.6,Vu,20572
58:22.7,Vu,20715
58:22.7,Vu,21042
58:22.7,Vu,21343
58:22.7,Vu,21572
58:22.7,Vu,21622
58:22.7,Vu,21621
58:22.7,Vu,21615
58:22.7,Vu,21611
58:22.7,Vu,21561
58:22.7,Vu,21540
58:22.8,Vu,21549
58:22.8,Vu,21520
58:22.8,Vu,21499
58:22.8,Vu,21475
58:22.8,Vu,21454
58:22.8,Vu,21459
58:22.8,Vu,21479
58:22.8,Vu,21474
58:22.8,Vu,21492
58:22.9,Vu,21486
58:22.9,Vu,21468
58:22.9,Vu,21437
58:22.9,Vu,21420
58:22.9,Vu,21409
58:22.9,Vu,21355
58:22.9,Vu,21322
58:22.9,Vu,21258
58:22.9,Vu,21218
58:22.9,Vu,21187
58:23.0,Vu,21151
58:23.0,Vu,21093
58:23.0,Vu,21048
58:23.0,Vu,20993
58:23.0,Vu,20949
58:23.0,Vu,20908
58:23.0,Vu,20868
58:23.0,Vu,20830
58:23.0,Vu,20808
58:23.1,Vu,20757
58:23.1,Vu,20726
58:23.1,Vu,20707
58:23.1,Vu,20672
58:23.1,Vu,20617
58:23.1,Vu,20586
58:23.1,Vu,20536
58:23.1,Vu,20486
58:23.1,Vu,20488
58:23.2,Vu,20483
58:23.2,Vu,20662
58:23.2,Vu,20984
58:23.2,Vu,21284
58:23.2,Vu,21479
58:23.2,Vu,21514
58:23.2,Vu,21510
58:23.2,Vu,21510
58:23.2,Vu,21471
58:23.2,Vu,21424
58:23.3,Vu,21405
58:23.3,Vu,21409
58:23.3,Vu,21384
58:23.3,Vu,21354
58:23.3,Vu,21289
58:23.3,Vu,21312
58:23.3,Vu,21316
58:23.3,Vu,21347
58:23.3,Vu,21352
58:23.4,Vu,21367
58:23.4,Vu,21337
58:23.4,Vu,21335
58:23.4,Vu,21324
58:23.4,Vu,21296
58:23.4,Vu,21258
58:23.4,Vu,21229
58:23.4,Vu,21173
58:23.4,Vu,21151
58:23.4,Vu,21122
58:23.5,Vu,21069
58:23.5,Vu,21019
58:23.5,Vu,20975
58:23.5,Vu,20925
58:23.5,Vu,20892
58:23.5,Vu,20850
58:23.5,Vu,20812
58:23.5,Vu,20773
58:23.5,Vu,20761
58:23.6,Vu,20730
58:23.6,Vu,20675
58:23.6,Vu,20656
58:23.6,Vu,20626
58:23.6,Vu,20585
58:23.6,Vu,20541
58:23.6,Vu,20484
58:23.6,Vu,20456
58:23.6,Vu,20469
58:23.6,Vu,20686
58:23.7,Vu,20999
58:23.7,Vu,21262
58:23.7,Vu,21392
58:23.7,Vu,21433
58:23.7,Vu,21455
58:23.7,Vu,21398
58:23.7,Vu,21339
58:23.7,Vu,21306
58:23.7,Vu,21252
58:23.8,Vu,21207
58:23.8,Vu,21174
58:23.8,Vu,21126
58:23.8,Vu,21106
58:23.8,Vu,21092
58:23.8,Vu,21131
58:23.8,Vu,21170
58:23.8,Vu,21154
58:23.8,Vu,21164
58:23.8,Vu,21145
58:23.9,Vu,21134
58:23.9,Vu,21104
58:23.9,Vu,21100
58:23.9,Vu,21046
58:23.9,Vu,21009
58:23.9,Vu,20955
58:23.9,Vu,20929
58:23.9,Vu,20885
58:23.9,Vu,20847
58:23.9,Vu,20830
58:24.0,Vu,20780
58:24.0,Vu,20708
58:24.0,Vu,20657
58:24.0,Vu,20637
58:24.0,Vu,20621
58:24.0,Vu,20565
58:24.0,Vu,20526
58:24.0,Vu,20490
58:24.0,Vu,20423
58:24.0,Vu,20383
58:24.1,Vu,20366
58:24.1,Vu,20330
58:24.1,Vu,20422
58:24.1,Vu,20728
58:24.1,Vu,21026
58:24.1,Vu,21267
58:24.1,Vu,21334
58:24.1,Vu,21400
58:24.1,Vu,21400
58:24.2,Vu,21360
58:24.2,Vu,21315
58:24.2,Vu,21277
58:24.2,Vu,21273
58:24.2,Vu,21246
58:24.2,Vu,21189
58:24.2,Vu,21151
58:24.2,Vu,21114
58:24.2,Vu,21129
58:24.2,Vu,21136
58:24.3,Vu,21171
58:24.3,Vu,21190
58:24.3,Vu,21191
58:24.3,Vu,21200
58:24.3,Vu,21166
58:24.3,Vu,21143
58:24.3,Vu,21105
58:24.3,Vu,21087
58:24.3,Vu,21029
58:24.3,Vu,20977
58:24.4,Vu,20952
58:24.4,Vu,20919
58:24.4,Vu,20868
58:24.4,Vu,20823
58:24.4,Vu,20781
58:24.4,Vu,20711
58:24.4,Vu,20671
58:24.4,Vu,20655
58:24.4,Vu,20617
58:24.5,Vu,20582
58:24.5,Vu,20547
58:24.5,Vu,20509
58:24.5,Vu,20478
58:24.5,Vu,20433
58:24.5,Vu,20386
58:24.5,Vu,20354
58:24.5,Vu,20307
58:24.5,Vu,20401
58:24.5,Vu,20521
58:24.6,Vu,20858
58:24.6,Vu,21156
58:24.6,Vu,21352
58:24.6,Vu,21416
58:24.6,Vu,21408
58:24.6,Vu,21413
58:24.6,Vu,21371
58:24.6,Vu,21339
58:24.6,Vu,21316
58:24.7,Vu,21277
58:24.7,Vu,21239
58:24.7,Vu,21217
58:24.7,Vu,21176
58:24.7,Vu,21176
58:24.7,Vu,21186
58:24.7,Vu,21235
58:24.7,Vu,21246
58:24.7,Vu,21233
58:24.7,Vu,21237
58:24.8,Vu,21228
58:24.8,Vu,21207
58:24.8,Vu,21176
58:24.8,Vu,21139
58:24.8,Vu,21116
58:24.8,Vu,21084
58:24.8,Vu,21041
58:24.8,Vu,20986
58:24.8,Vu,20928
58:24.9,Vu,20871
58:24.9,Vu,20844
58:24.9,Vu,20807
58:24.9,Vu,20744
58:24.9,Vu,20718
58:24.9,Vu,20673
58:24.9,Vu,20630
58:24.9,Vu,20606
58:24.9,Vu,20576
58:25.0,Vu,20550
58:25.0,Vu,20529
58:25.0,Vu,20490
58:25.0,Vu,20468
58:25.0,Vu,20432
58:25.0,Vu,20396
58:25.0,Vu,20360
58:25.0,Vu,20399
58:25.0,Vu,20652
58:25.0,Vu,20812
58:25.1,Vu,21126
58:25.1,Vu,21315
58:25.1,Vu,21391
58:25.1,Vu,21394
58:25.1,Vu,21359
58:25.1,Vu,21325
58:25.1,Vu,21290
58:25.1,Vu,21270
58:25.1,Vu,21248
58:25.2,Vu,21176
58:25.2,Vu,21134
58:25.2,Vu,21122
58:25.2,Vu,21136
58:25.2,Vu,21173
58:25.2,Vu,21219
58:25.2,Vu,21209
58:25.2,Vu,21233
58:25.2,Vu,21215
58:25.3,Vu,21194
58:25.3,Vu,21194
58:25.3,Vu,21170
58:25.3,Vu,21130
58:25.3,Vu,21076
58:25.3,Vu,21065
58:25.3,Vu,21024
58:25.3,Vu,20996
58:25.3,Vu,20957
58:25.4,Vu,20908
58:25.4,Vu,20864
58:25.4,Vu,20839
58:25.4,Vu,20816
58:25.4,Vu,20778
58:25.4,Vu,20725
58:25.4,Vu,20685
58:25.4,Vu,20663
58:25.4,Vu,20619
58:25.4,Vu,20590
58:25.5,Vu,20552
58:25.5,Vu,20516
58:25.5,Vu,20494
58:25.5,Vu,20494
58:25.5,Vu,20685
58:25.5,Vu,20981
58:25.5,Vu,21264
58:25.5,Vu,21411
58:25.5,Vu,21473
58:25.6,Vu,21470
58:25.6,Vu,21457
58:25.6,Vu,21419
58:25.6,Vu,21371
58:25.6,Vu,21358
58:25.6,Vu,21299
58:25.6,Vu,21252
58:25.6,Vu,21231
58:25.6,Vu,21189
58:25.6,Vu,21170
58:25.7,Vu,21186
58:25.7,Vu,21234
58:25.7,Vu,21235
58:25.7,Vu,21251
58:25.7,Vu,21239
58:25.7,Vu,21223
58:25.7,Vu,21199
58:25.7,Vu,21155
58:25.7,Vu,21152
58:25.8,Vu,21111
58:25.8,Vu,21069
58:25.8,Vu,21032
58:25.8,Vu,21006
58:25.8,Vu,20922
58:25.8,Vu,20914
58:25.8,Vu,20856
58:25.8,Vu,20819
58:25.8,Vu,20783
58:25.8,Vu,20723
58:25.9,Vu,20702
58:25.9,Vu,20689
58:25.9,Vu,20651
58:25.9,Vu,20616
58:25.9,Vu,20570
58:25.9,Vu,20518
58:25.9,Vu,20505
58:25.9,Vu,20475
58:25.9,Vu,20502
58:26.0,Vu,20714
58:26.0,Vu,21007
58:26.0,Vu,21295
58:26.0,Vu,21456
58:26.0,Vu,21501
58:26.0,Vu,21502
58:26.0,Vu,21506
58:26.0,Vu,21484
58:26.0,Vu,21456
58:26.1,Vu,21425
58:26.1,Vu,21412
58:26.1,Vu,21393
58:26.1,Vu,21371
58:26.1,Vu,21325
58:26.1,Vu,21317
58:26.1,Vu,21325
58:26.1,Vu,21351
58:26.1,Vu,21371
58:26.1,Vu,21384
58:26.2,Vu,21378
58:26.2,Vu,21376
58:26.2,Vu,21361
58:26.2,Vu,21338
58:26.2,Vu,21300
58:26.2,Vu,21264
58:26.2,Vu,21211
58:26.2,Vu,21181
58:26.2,Vu,21156
58:26.3,Vu,21115
58:26.3,Vu,21046
58:26.3,Vu,21006
58:26.3,Vu,20958
58:26.3,Vu,20909
58:26.3,Vu,20882
58:26.3,Vu,20842
58:26.3,Vu,20808
58:26.3,Vu,20768
58:26.3,Vu,20738
58:26.4,Vu,20697
58:26.4,Vu,20686
58:26.4,Vu,20642
58:26.4,Vu,20612
58:26.4,Vu,20569
58:26.4,Vu,20516
58:26.4,Vu,20508
58:26.4,Vu,20497
58:26.4,Vu,20648
58:26.5,Vu,20959
58:26.5,Vu,21261
58:26.5,Vu,21474
58:26.5,Vu,21531
58:26.5,Vu,21540
58:26.5,Vu,21528
58:26.5,Vu,21496
58:26.5,Vu,21467
58:26.5,Vu,21418
58:26.5,Vu,21420
58:26.6,Vu,21412
58:26.6,Vu,21358
58:26.6,Vu,21334
58:26.6,Vu,21319
58:26.6,Vu,21343
58:26.6,Vu,21375
58:26.6,Vu,21403
58:26.6,Vu,21421
58:26.6,Vu,21422
58:26.7,Vu,21394
58:26.7,Vu,21372
58:26.7,Vu,21357
58:26.7,Vu,21351
58:26.7,Vu,21309
58:26.7,Vu,21278
58:26.7,Vu,21226
58:26.7,Vu,21171
58:26.7,Vu,21167
58:26.7,Vu,21116
58:26.8,Vu,21095
58:26.8,Vu,21041
58:26.8,Vu,20992
58:26.8,Vu,20963
58:26.8,Vu,20958
58:26.8,Vu,20900
58:26.8,Vu,20892
58:26.8,Vu,20847
58:26.8,Vu,20829
58:26.9,Vu,20785
58:26.9,Vu,20760
58:26.9,Vu,20732
58:26.9,Vu,20693
58:26.9,Vu,20647
58:26.9,Vu,20658
58:26.9,Vu,20835
58:26.9,Vu,20974
58:26.9,Vu,21267
58:26.9,Vu,21480
58:27.0,Vu,21580
58:27.0,Vu,21585
58:27.0,Vu,21582
58:27.0,Vu,21546
58:27.0,Vu,21520
58:27.0,Vu,21476
58:27.0,Vu,21460
